,keyword,image,prompt
84,photorealistic,https://lexica-serve-encoded-images.sharif.workers.dev/md/ae6a5725-76b3-4cf0-bd85-14eed3cac003,"hyperrealistic mixed media image of info wars alex jones with ( bullfrog face ), stunning 3 d render inspired art by xiang duan and thomas eakes and greg rutkowski, perfect facial symmetry, hyper realistic attributes and atmosphere, dim volumetric cinematic lighting, 8 k octane render, post - processing, masterpiece, "
85,photorealistic,https://lexica-serve-encoded-images.sharif.workers.dev/md/af7bf1c1-a90b-4280-bd67-1dfe628c4268,"Beautiful asian girl looking to the camera with serius face,artstation,trending, realistic n-9"
86,photorealistic,https://lexica-serve-encoded-images.sharif.workers.dev/md/b0fde923-4038-4974-8e3f-96407a9bae72,"Mena Suvari, hyperdetailed, artstation, cgsociety, 8k"
87,photorealistic,https://lexica-serve-encoded-images.sharif.workers.dev/md/b2557604-9bc8-439c-9b50-5a4cddd586e9,deadbug youtuber boys on the tracks true crime cartel clinton kill list hyperrealism photo - realistic photography 
88,photorealistic,https://lexica-serve-encoded-images.sharif.workers.dev/md/ba2590cc-8699-499c-9a95-c0e39ba8e1ce,"masterpiece. rendered in blender, ultra realistic, smooth shading, ultra detailed, high resolution, cinematic, unreal 6, perfect face, fine details, studio lighting, subtle shadows, art by katsuya terada, photorealism, hyper realism, octane render, hyper detailed, canon eos r 3, f / 1. 4, iso 2 0 0, 1 / 1 6 0 s, medium shot, 8 k, raw, unedited, in - frame,, - h 5 7 6 "
89,photorealistic,https://lexica-serve-encoded-images.sharif.workers.dev/md/bede005f-74d4-4755-bc2e-08661c54f9f7,"Drama King, photorealistic portrait, 8K, Cinematic lights"
90,photorealistic,https://lexica-serve-encoded-images.sharif.workers.dev/md/c0c8786a-ab31-4c1a-aece-c2c5e3659dc1,a random AI generated image that did not disappoint their human creators.
91,photorealistic,https://lexica-serve-encoded-images.sharif.workers.dev/md/ccb61f4e-dc2b-493a-bee6-c8480b85940a,"photo of an ugly young lady, realistic, 8 k "
92,photorealistic,https://lexica-serve-encoded-images.sharif.workers.dev/md/ced1d278-2bd3-4099-8ef3-07236820c33d,"up close portrait of a beautiful woman in black and white, photorealistic, pixie cut, intricate hair, rule of thirds, art by diego fazio and diegoKoi and oscar Ukono, concept art, sharp focus, artgerm, 8k highly detailed"
93,photorealistic,https://lexica-serve-encoded-images.sharif.workers.dev/md/d48b943a-deaf-4d68-9165-aa790dca2d88,"a colored colorized photograph portrait of jerma in the 2 0 0 0 s with a buzzcut and wearing a 2 0 0 0 s t - shirt, taken in the early - mid 2 0 0 0 s, grainy, taken on a 9 0 s kodak camera, realistic, hyperrealistic, very realistic, highly detailed, very detailed, extremely detailed, detailed, digital art, intricate details, real life, trending on artstation, body and head in view, body and headshot, colored photo, detailed face, very detailed face "
94,photorealistic,https://lexica-serve-encoded-images.sharif.workers.dev/md/dd287f82-9b1d-410c-91c8-f97c74cf08bb,"hyperrealistic mixed media image of info wars alex jones dumbfounded gta v, stunning 3 d render inspired art by xiang duan and thomas eakes and greg rutkowski, perfect facial symmetry, hyper realistic texture, realistic, highly detailed attributes and atmosphere, dim volumetric cinematic lighting, 8 k octane detailed render, post - processing, masterpiece, "
95,photorealistic,https://lexica-serve-encoded-images.sharif.workers.dev/md/e1336991-14c6-4b18-8b6e-966d2f5839f4,"a beautiful detailed portrait of natalie imbruglia age 2 3, by artgerm, high details "
96,photorealistic,https://lexica-serve-encoded-images.sharif.workers.dev/md/e46cd700-7961-4cb5-9456-a166c2586aab,"a portrait of cute Asian girl singing, short stylish hair in the style of DreamWorks animation, side view, low angle view, 16mm lens, award winning, hyper detailed, studio lighting, artstation, octane renderer, unreal engine"
97,photorealistic,https://lexica-serve-encoded-images.sharif.workers.dev/md/e560189c-1240-4095-9d79-08483c2c49c3,"gerardo gutierrez, selfie, mexican, ultra realistic, intricate details, highly detailed, photorealistic "
98,photorealistic,https://lexica-serve-encoded-images.sharif.workers.dev/md/edc3863a-e06d-4ce0-8cee-0d043c269d4a,unrealistic beauty standards
99,photorealistic,https://lexica-serve-encoded-images.sharif.workers.dev/md/f55b1f7d-b751-4074-ac40-83742d8fe15a,"portrait art of a very handsome Peruvian man, 8k ultra realistic, lens flare, atmosphere, glow, detailed,intricate, full of colour, cinematic lighting, trending on artstation, 4k, hyperrealistic, focused, extreme details,unreal engine 5, cinematic, masterpiece"
100,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/06a10cb1-839a-45f9-963c-107b81953045,"a british cottage in the scottish countryside, greg rutkowski, zabrocki, moebius, karlkka, jayison devadas, highly detailed, autumn sunlights, smoky atmosphere, ( ray of sunlight ), official fanart behance hd artstation by jesper ejsing, by rhads, makoto shinkai and lois van baarle, ilya kuvshinov, ossdraws, 8 k, ultra wide angle, zenith view, lens effect "
101,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/0830a6a2-3fcb-4603-b5af-4d90f67dffa1,"cottage in the woods, by richard schmid "
102,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/0b1c677a-cd55-4ec7-900b-a1711035d712,hereditary ( 2 0 1 8 ) in minecraft 
103,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/0c690831-c073-4ddb-8dbf-fb37d6b43aea,"colonial house on the shore of Lake Huron, felix Kelly, artstation, Matte painting"
104,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/1a7b94f1-4973-42df-9e28-d7051a7b10ce,"Log cabin interior on stormy night, warm fireplace, hdr, ue5, unreal engine 5, cinematic 4k wallpaper, ultra detailed, high resolution, artstation, award winning."
105,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/25c32914-61ad-482a-a66c-7285ac04c7a1,"beautiful house in big sur, details, sharp focus, illustration, by jordan grimmer and greg rutkowski, trending artstation, pixiv, digital art "
106,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/2a8e9ac1-0a37-493b-b564-b1825f60d3d0,"Stunning cottage, solar, lush, forest, beautiful, by Studio Ghibli and Greg Rutkowski, artstation"
107,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/2cac7cf9-046b-4c14-9fcf-6cb6ebfe1460,"isometric view, a lovely cottage, centered, plain background, cory loftis, james gilleard, atey ghailan, makoto shinkai, goro fujita, studio ghibli, lighting, clear focus, very coherent "
108,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/342e74e4-5657-4872-a664-29b8703f592c,"a watercolor and ink painting of a cottage, drawn on white parchment paper, vibe, atmosphere, detailed, muted colors, by greg rutowski and james gurney "
109,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/34761139-75e1-42d0-9254-a52260631e23,"of a beautiful Hyperrealistic log cabin with smoke from chimney in the middle of the forest, macro lens, highly detailed, digital painting, trending artstation, concept art, illustration, cinematic lighting, vibrant colors, photorealism, epic, octane render"
110,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/37e2efb2-070d-4224-a487-e31878fddb2e,"cottage in the woods, windy autumn day, peaceful environment, overgrown forest, classic wooden architecture, wooden fence, 3d render, unreal engine, trending on artstation, cgnation, by senior 3D artist, breath of the wild, ghibli style, uplifting"
111,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/395ecda6-1247-452c-bbc1-725757976a54,"A quaint cottage in an English village, merry england, oil on canvas, 4k, detailed, in the style of Richard Doyle"
112,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/3c318825-ffc5-4d19-8429-4b4f9f4491df,"single! flooded simple wooden ancient outpost, very coherent and colorful high contrast!! masterpiece by rene magritte simon stalenhag carl spitzweg syd mead norman rockwell edward hopper james gilleard, minimalist, dark shadows, sunny day, hard lighting "
113,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/3c7c8bce-86cc-4b50-b49e-90f6c92a6436,"of a beautiful scary Hyperrealistic stone cabin with smoke from chimney in the middle of a dark and creepy forest, macro lens, highly detailed, digital painting, trending artstation, concept art, illustration, cinematic lighting, vibrant colors, photorealism, epic, octane render"
114,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/3cbdef4b-081f-4f4c-a185-cf0a7463587e,"a cottage in the woods and pond in the woods, 8k, fantasy, hyper realistic, dramatic lighting"
115,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/48b78a3a-929c-4623-a1e6-faa3ad4979e5,"small stone cabin on a fantasy forest at night, artstation hq, photorealistic, hiperrealistic, sharp focus, 4 k uhd, cinematic shot, cinematic lightning, dark tones, high contrast, intricate, masterpiece, brian froud "
116,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/4a884ef2-693c-4350-a524-dc51948c8deb,"small robot cottage at the edge of a lake in the mountains, painterly painting by gurney and beeple, soft glowing windows, early evening, reflections, pine trees, detailed, outlined "
117,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/521dce8c-38e9-4360-a673-f0666e7e4041,"small robot cottage at the edge of a lake in the mountains, painterly painting by gurney and beeple, soft glowing windows, early evening, reflections, pine trees, detailed, outlined "
118,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/5686f819-0dee-4a04-a366-baf7c39512b6,"brother grimms fairytale lakehouse fox digital art, irina french, heraldo ortega, mandy jurgens trending on artstation 8 k 1 5 0 mpx "
119,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/573835bb-0482-459b-a2fb-900755117181,"a watercolor and ink painting of a cottage, drawn on white parchment paper, vibe, atmosphere, detailed, muted colors, by greg rutowski and james gurney "
120,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/5c6da14c-85ad-4b4c-b9e9-53d5f9fd3520,"A house, rendered in the flame engine"
121,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/5e47d8df-6c60-4563-a9f7-ee159e6304c0,"isometric view of a cozy cottage in the middle of a lake, isometric design, cory loftis, james gilleard, atey ghailan, makoto shinkai, goro fujita, studio ghibli, exquisite lighting, clear focus, very coherent, soft painting "
122,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/6b39acfe-0750-4a3e-9f73-ca8a03d0785a,"small stone cabin on a fantasy forest at night, artstation hq, photorealistic, hiperrealistic, sharp focus, 4 k uhd, unreal engine 5, cinematic shot, cinematic lightning, dark tones, high contrast, intricate, masterpiece, brian froud, rebecca guay "
123,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/7b3312c7-e3e5-42f8-9c38-e301db47ad7b,"medieval vampire village house, 3d model, miniature, iso, isometric view, gas lighting, stone and wood, dead tree, digital art, unreal engine"
124,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/7c275372-ab9f-4fe4-99eb-99f41f04181e,cottage in the woods on a cliff beside a lake relax style
125,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/89d9cc7b-8307-4976-9445-2e946597975b,"small wooden cottage by the river, a tree with vines wrapped around it, two crows on the tree, tranquility, arch stone bridge over the river, an old man riding a horse on the bridge, sunset, by charlie bowater, by greg rutkowski "
126,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/8a132b9c-6650-4019-be96-03020757c337,"atmospheric render of a small cabin next to a lake inside a dark underground cavern, minecraft rtx, 4 k "
127,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/8a8303bf-96ff-45fc-a10d-bc19d5bbfe0b,"Stunning cottage, solar, lush, forest, beautiful, by Studio Ghibli and Greg Rutkowski, artstation"
128,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/8c29f03c-e16d-462f-a0d1-aff13d70eb47,scottish blackhouse made of ivory - white pentelic marble. designed by renzo piano. fujinon premista 1 9 - 4 5 mm t 2. 9. portra 8 0 0. 
129,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/92336d07-c2b9-49aa-bf2a-18dce3f16999,house extreamly photorealistic 
130,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/933a61fc-c6f7-4b0b-88c6-069d0857155c,post - apocalyptic suburban house. isometric. 4 k photorealistic game asset. 
131,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/94129075-05d2-4ec4-b902-92302da673e8,house extreamly photorealistic 
132,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/9579624d-f057-4dde-bee1-d9deab60abfc,"the small elevated house in the forest, dark night, leaves in the air, mushrooms, animals, gibli, james gilleard, atey ghailan, lois van baarle, jesper ejsing, pop art patterns, exquisite lighting, clear focus, very coherent, plain background, very detailed, contrast, vibrant, digital painting "
133,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/a409c235-9f77-46da-9d43-c1eb395af7c5,"a close up of a single cottage in the woods and empty woods, 8k, fantasy, realistic, atmospheric lighting"
134,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/af0375ff-bb0f-4112-9ab3-bc948119e36f,"a typical european house with a slate roof, under the sea, scenic view, matte painting by christophe vacher and hubert robert, trending on artstation "
135,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/b1c9f0e8-b885-43f4-9a5d-e32b4c1afa35,cottage in the woods on a cliff beside a lake relax style
136,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/b7a525ca-bb4b-4c8f-a459-68650190f6f3,house in carpathian vernacular style. outdoor landscaping designed by frederick law olmsted. fujinon premista 1 9 - 4 5 mm t 2. 9. portra 8 0 0. 
137,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/b95676a1-4685-457c-a4e1-8f5d26a687b8,"a beautiful concept cottage designed for cozy, curves!!, natural contour aesthetics!!, energy efficiency and maximizing plants and greenery, golden light, high resolution, professional "
138,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/bab808fa-8348-4130-8aac-24b40ed8794d,"the small house in the forest, dark night, leaves in the air, mushrooms, animals, gibli, james gilleard, atey ghailan, lois van baarle, jesper ejsing, pop art patterns, exquisite lighting, clear focus, very coherent, plain background, very detailed, vibrant, digital painting "
139,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/bdd7e794-c50d-4ecd-9c3e-2ef51d778fd4,"a colored ink illustration of a humble cottage, drawn on white parchment paper, vibe, atmosphere, detailed, muted colors, by greg rutowski and ryan berkley "
140,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/befc5222-7098-4177-922f-29328737f9b4,"atmospheric photorealistic render of a small cabin next to a lake inside a dark cave, made in minecraft, rendered in blender with pixar renderman, trending on artstation, 4 k "
141,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/c808a527-a271-4715-af53-abf21024534b,photograph of a fantasy style woodland mansion in an ancient forest
142,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/d0011e89-fc66-4e47-a543-0beaab88b51c,"fantasy house, house shaped like a bear sleeping "
143,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/d126930d-a32e-435a-a609-3e27d6e49d7a,house in carpathian vernacular style. outdoor landscaping designed by frederick law olmsted. fujinon premista 1 9 - 4 5 mm t 2. 9. portra 8 0 0. 
144,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/d13558c0-c305-4b2c-9ca8-aadad3849815,"water color on paper, cabin in the woods, highly detailed, artstation, masterpiece, award - winning, "
145,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/dcb7ac43-30ad-4eda-bc78-49e1356caab5,"of a beautiful Hyperrealistic log cabin with smoke from chimney in the middle of the forest, macro lens, highly detailed, digital painting, trending artstation, concept art, illustration, cinematic lighting, vibrant colors, photorealism, epic, octane render"
146,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/e0d135c7-839d-4d40-a84a-3245426f7dd3,"isometric view of a lovely cottage, plain background, cory loftis, james gilleard, atey ghailan, makoto shinkai, goro fujita, studio ghibli, exquisite lighting, clear focus, very coherent, soft painting "
147,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/e8f9ae6d-367d-4c45-891e-528486b6f14d,"Stunning cottage, solar, lush, forest, beautiful, by Studio Ghibli and Michael Kincade, artstation"
148,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/f24fd805-97da-4a93-bc75-bdedc3411252,"idyllic cottage, 1950s, by Asher Durand. solar power, intricate artwork, octane render, cinematic, hyper realism, golden hour, octane render, 8k, depth of field, bokeh. iridescent accents. vibrant."
149,cottage core,https://lexica-serve-encoded-images.sharif.workers.dev/md/f698a057-76d7-4196-a77b-3419981aa199,"a high flash photo of a suburban home from the street during winter, 2 0 0 6, taken with a disposable camera "
150,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/10f510b9-fd52-492c-a560-50d74dd4cb9e,gigantic watercolor brush 
151,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/128df0c8-a061-4175-a350-54059272ee22,"volcanic hot springs pool in the mountains, watercolor painting "
152,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/14ff1629-c3e5-4e4d-98ca-74bc0e166c9f,watercolor painting 
153,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/18bc8755-bf9a-49ef-b414-df4409726e4f,"water color on paper, rainbow explosions, highly detailed, artstation, masterpiece, award - winning, "
154,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/1b5c0ed6-4d0c-4184-a693-0380b71f54d6,"water color on paper, master painter painting a mural, highly detailed, artstation, masterpiece, award - winning, "
155,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/1d8bd68d-73a2-4770-b55d-dfe3911a8f28,a girl with the ice cream watercolor colored pencil painting trending on artstation 
156,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/24fa4106-54d4-450d-a701-1826f24903aa,acrylic paint cells
157,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/26f25bf8-059b-4942-acca-dc4b4ab26295,"water color on paper, rainbow explosions, highly detailed, artstation, masterpiece, award - winning, "
158,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/2f6ca587-d979-4b28-937f-c2c390d36551,"a closeup of a purple potion in a round bottle on a messy desk. by makoto shinkai, stanley artgerm lau, wlop, rossdraws, james jean, andrei riabovitchev, marc simonetti, krenz cushart, sakimichan, d & d trending on artstation, digital art "
159,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/3083c958-5f07-4e96-b030-88cd0c814213,river summer watercolor pen light color on artstation 
160,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/33184690-4b64-455f-b660-875184f3c3b3,watercolor art
161,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/341ff6de-0b7f-4949-adae-10ccb383c9c0,landscape watercolor prints 
162,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/35d8249a-2fb4-4177-a80d-9a1593c2966c,alpine lake. bautiful sunrise. watercolor. trending on artstation 
163,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/4078fc7c-283b-4200-ac7b-b26cf71b20c4,digital background of dripping watercolor paint by georgia o keeffe 
164,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/428a32dc-95f2-4151-9c5b-aafe28a902b4,watercolor painting 
165,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/4d0cca78-b323-46f6-aeb0-3f40ab445a35,alpine lake. bautiful sunrise. watercolor. trending on artstation 
166,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/546d4797-34d6-4b61-bdb6-022e1f1b9578,river summer watercolor pen light color on artstation 
167,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/58356ba6-09dc-4de9-b20e-3e52451363b1,watercolor painting 
168,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/5e800185-a6db-4499-9aaf-396490b0270e,"airbrush of broken jar of swirling ink on a desk, dramatic afternoon lighting, intense watercolor, heavy metal, by moebius "
169,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/61b771a6-46ff-4a4e-a650-2879bdfaa8e6,"Gold and cyan landscape, watercolors"
170,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/6dd8dcec-a46a-4a9c-b6e3-76f181abe464,An artstation watercolour and ink in the style of 4k dslr f/1.4 on r/imaginaryskyscapes
171,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/6e3b83f3-d141-47b7-b1b6-914a380ca87c,watercolour wodoo people 
172,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/842187b2-2e64-4a05-825d-97edd73076e6,"water color art on paper,, highly detailed, artstation, masterpiece, award - winning, "
173,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/86fdd33e-0c4b-4118-bb46-2d7d3fdafc30,a beautiful watercolor painting of a beautiful ocean with peaceful fluffy clouds in the sky 
174,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/90fdf1fe-281a-4c7b-b583-77a11cc8809e,infinitely deep painting
175,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/9805ca7d-78a4-4a1d-a469-9231179cb4e9,"watercolor art on paper, aquarius, highly detailed, artstation, masterpiece, award - winning "
176,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/98225989-ca81-4074-9ac4-7b1ce81ea2de,gigantic watercolor brush 
177,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/98d264ce-0927-4c61-9e98-0c827fdbc742,"water color on paper, rainbow explosions, highly detailed, artstation, masterpiece, award - winning, "
178,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/a00b2bdb-3f56-4c1a-848d-10e322d96b82,Splatter watercolor drawing of the hourglass of time
179,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/a0bf4749-e239-4f33-96cc-33d19106da23,"abstract watercolor impressionism, japanese silk screen by utaga yoshiiku, pics of contest winner, neon "
180,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/b47b12e2-f325-452f-a937-7dfc0fb0cf30,"aqua to blue ombre, watercolor, wash, light, grainy "
181,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/b4d2ea6a-9dad-49a8-8edd-29b1e338efa8,"muted color ( ( ( ( ( ( ( ( ( ( ( ( ( loose loose watercolor of flowers painterly, granular splatter dripping. very muted colors. ) ) ) ) ) ) ) ) ) ) ) ) ) by jean - baptiste monge!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! "
182,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/b556ccd2-abdc-45d8-8ac4-086c8efea012,"bridge over a river , angular, splotches, soft outlines, high contrast, muted colours"
183,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/b5c7f2a1-00db-416f-bab7-99baac195b0e,watercolor 
184,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/b8aad652-9544-4446-8864-090d1532b755,water color art raise the bar
185,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/bb508e03-8ae6-4868-bd21-53867dcc643d,watercolor art
186,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/cb23e854-06c7-46e6-85e6-da0a02a2fe3d,landscape watercolor prints 
187,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/cce11b7b-f2f9-443b-99fe-7ac5d96bfa1d,river summer watercolor pen light color on artstation 
188,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/d2b4e491-73c1-454b-a5e5-4022caa9f769,"water color on paper, rainbow explosions, highly detailed, artstation, masterpiece, award - winning, "
189,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/dd40f021-fd2a-486f-8dfa-ef5266c5ae08,"water color on paper, master painter painting a mural, highly detailed, artstation, masterpiece, award - winning, "
190,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/dd868e63-9600-41c7-ba78-1b2f325a5a37,"random dramatic beautiful melancholy, watercolor - n 9 "
191,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/dff89780-886c-442c-9a8d-4c363503d2dc,"Beautiful happy picturesque charming sci-fi town in harmony with nature. Beautiful light. Water and plants. Nice colour scheme, soft warm colour. Beautiful detailed artistic watercolor by Olivia. (2022)"
192,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/dffb0b12-15d0-4658-a839-7082a62482e9,"sexy lacivious little smile sophia vergara by agnes cecile enki bilal moebius, intricated details, 3 / 4 back view, hair styled in a bun, bend over posture, full body portrait, extremely luminous bright design, pastel colours, drips, autumn lights "
193,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/e118b7ee-7057-4ba7-877c-4653cbb66588,west lake summer watercolor pen light color trending on artstation 
194,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/e2049b30-084a-4124-9a48-0f7e6e507360,"abstract painting made by brahms, watercolor, hyper realistic, 8 k, "
195,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/e6478b7a-f28c-4bfe-ad39-58c95f1b5898,"airbrush of sealed jar of swirling ink shimmering on a desk in space near jellyfish, dramatic afternoon lighting, intense watercolor, heavy metal, by moebius "
196,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/e909b138-eeeb-49f0-88a3-af9434add5b5,beautiful digital watercolor painting of fantasy drip and dripping watercolor 
197,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/f8da43ae-13bd-457c-8b8c-bb9540bc57b2,"river, mountains, beautiful trees, watercolor painting "
198,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/fc3258da-d652-466c-a709-1ac6abc23a44,atlantide at sunrise. watercolor. trending on artstation. 
199,water colors,https://lexica-serve-encoded-images.sharif.workers.dev/md/fe089b91-d242-4020-991d-f8cf11f51725,"watercolor art on paper, aquarius, highly detailed, artstation, masterpiece, award - winning "
200,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/0373046e-4d6a-47b6-af0f-1cfdde17d929,(((((1950s steampunk cover art . muted colors.))))) by Jean-Baptiste Monge !!!!!!!!!!!!!!!!!!!!!!!!!!!
201,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/0409f309-77ff-4b24-a145-1129289656d4,"steampunk robot fly, 3 d model, unreal engine realistic render, 8 k, micro detail, intricate, elegant, highly detailed, centered, digital painting, artstation, smooth, sharp focus, illustration, artgerm, tomasz alen kopera, peter mohrbacher, donato giancola, joseph christian leyendecker, wlop, boris vallejo "
202,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/043c78f1-17c8-4a3b-bae6-2be9504d3d7b,lofi steampunk portrait pixar style by Jonathan Yeo and Tom Bagshaw and Joe Fenton
203,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/090ec3a8-7b11-4cc0-bee7-070516cceb97,photograph of a beautiful steampunk warrior. extremely detailed. dslr. 5 0 mm. 
204,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/0937c937-9742-4a35-920f-693df8ab1b71,portrait photograph of a real-life beautiful female steampunk soldier.  Extremely detailed. 8k
205,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/1502f1a1-81e4-4c89-9cf0-ae02735a2b03,"steampunk man, bioluminescent, highly detailed, digital painting, cinematic lighting, hyperrealism, dark retrowave, art by stanley lau and artgerm and magali villeneuve and alphonse mucha, artstation hd, octane render, cgsociety "
206,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/1ec7ea80-cc7b-4e77-9f3c-54ffce0fb129,full body portrait photograph of a margot robbie as a steampunk warrior.  Extremely detailed. 8k
207,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/25051c8e-74f1-4bc7-ba7d-2b9f213ec121,"steampunk princess, insanely detailed photo"
208,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/291b427a-86e4-42f6-9d91-0ff98ab80ded,"high sneaker concept art, steampunk, sharp focus, illustration, concept art by tooth wu "
209,steampunk,https://lexica-serve-encoded-images.sharif.workers.dev/md/2b848cc8-0aee-43c6-a3a3-ae6e6e599b09,"steampunk helmet fantasy art mask robot ninja stylized digital illustration sharp focus, elegant intricate digital painting artstation concept art global illumination ray tracing advanced technology chaykin howard and campionpascale and cooke darwyn and davis jack "
